,trial0_train_loss,trial0_train_score,trial0_val_loss,trial0_val_score,trial0_best_epoch,trial0_accuracy,trial1_train_loss,trial1_train_score,trial1_val_loss,trial1_val_score,trial1_best_epoch,trial1_accuracy,trial2_train_loss,trial2_train_score,trial2_val_loss,trial2_val_score,trial2_best_epoch,trial2_accuracy,trial3_train_loss,trial3_train_score,trial3_val_loss,trial3_val_score,trial3_best_epoch,trial3_accuracy,trial4_train_loss,trial4_train_score,trial4_val_loss,trial4_val_score,trial4_best_epoch,trial4_accuracy,mean_accuracy,mean_train_loss,mean_train_score,mean_val_loss,val_scores,params
0,6.642524838628656e-05,1.0,0.0001540353998187248,1.0,99,1.0,6.222891102388312e-05,1.0,8.893699816989359e-05,1.0,99,1.0,7.144296658459826e-05,1.0,0.00012147234349246404,1.0,99,1.0,6.674731879356029e-05,1.0,0.0010549515074867169,1.0,99,1.0,8.076582585225555e-05,1.0,0.00011245132678887429,1.0,99,1.0,1.0,6.952205412811676e-05,1.0,0.00030636951515133475,1.0,"{""activation_hidden"": ""tanh"", ""activation_out"": ""logistic"", ""alpha"": 0.9, ""batch_size"": 1, ""classification"": true, ""early_stopping"": false, ""epochs"": 100, ""evaluation_metric"": ""accuracy"", ""hidden_layer_sizes"": [4], ""lambd"": 0, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.1, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-06, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_criteria_on_loss"": true, ""stopping_patience"": 30, ""tol"": 1e-06, ""verbose"": false, ""weights_bound"": 0.7, ""weights_dist"": ""uniform""}"
1,0.00016178939163944688,1.0,0.00023455729907631773,1.0,99,1.0,0.06456897776273535,0.9354838709677419,0.08362376410611518,0.9166666666666666,99,0.9166666666666666,0.04163523461234934,0.9274193548387096,0.060721896018357875,0.9166666666666666,41,0.9166666666666666,0.00011912398880907691,1.0,0.0006787150759649618,1.0,99,1.0,0.00016928094676835643,1.0,0.00019578498880000263,1.0,99,1.0,0.9666666666666666,0.021330881340460316,0.9725806451612904,0.029090943497662863,0.9666666666666666,"{""activation_hidden"": ""tanh"", ""activation_out"": ""logistic"", ""alpha"": 0.9, ""batch_size"": 1, ""classification"": true, ""early_stopping"": false, ""epochs"": 100, ""evaluation_metric"": ""accuracy"", ""hidden_layer_sizes"": [4], ""lambd"": 0, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.1, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-06, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_criteria_on_loss"": true, ""stopping_patience"": 30, ""tol"": 1e-06, ""verbose"": false, ""weights_bound"": 0.1, ""weights_dist"": ""uniform""}"
2,0.0001472165016866668,1.0,0.000226099289416835,1.0,99,1.0,0.00014406629845217767,1.0,0.01055915133562806,0.9837962962962963,99,0.9837962962962963,6.97120784983207e-05,1.0,0.00028865867964606183,1.0,99,1.0,0.00014927589575460548,1.0,0.00020052242711944256,1.0,99,1.0,0.00016944366682864712,1.0,0.00028253525499730196,1.0,99,1.0,0.9967592592592591,0.00013594288824408357,1.0,0.00231139339736154,0.9967592592592591,"{""activation_hidden"": ""tanh"", ""activation_out"": ""logistic"", ""alpha"": 0.9, ""batch_size"": 1, ""classification"": true, ""early_stopping"": false, ""epochs"": 100, ""evaluation_metric"": ""accuracy"", ""hidden_layer_sizes"": [4], ""lambd"": 0, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.05, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-06, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_criteria_on_loss"": true, ""stopping_patience"": 30, ""tol"": 1e-06, ""verbose"": false, ""weights_bound"": 0.7, ""weights_dist"": ""uniform""}"
3,0.0001607030148070044,1.0,0.0002769323912267128,1.0,99,1.0,0.0001410715780818641,1.0,0.00021679553333400114,1.0,99,1.0,0.0001473455882362847,1.0,0.00029073368843485496,1.0,99,1.0,0.00013520710525463528,1.0,0.00024114287732320217,1.0,99,1.0,0.00013503925586734526,1.0,0.0002184493679020888,1.0,99,1.0,1.0,0.00014387330844942676,1.0,0.000248810771644172,1.0,"{""activation_hidden"": ""tanh"", ""activation_out"": ""logistic"", ""alpha"": 0.9, ""batch_size"": 1, ""classification"": true, ""early_stopping"": false, ""epochs"": 100, ""evaluation_metric"": ""accuracy"", ""hidden_layer_sizes"": [4], ""lambd"": 0, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.05, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-06, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_criteria_on_loss"": true, ""stopping_patience"": 30, ""tol"": 1e-06, ""verbose"": false, ""weights_bound"": 0.1, ""weights_dist"": ""uniform""}"
4,0.0010449216423548376,1.0,0.0015690947629702825,1.0,99,1.0,0.0011313081180864206,1.0,0.005211472230388597,0.9976851851851852,99,0.9976851851851852,0.0010135635789638813,1.0,0.002443246522231402,1.0,99,1.0,0.001080460599447901,1.0,0.0015211796650379233,1.0,99,1.0,0.0018353988039593015,1.0,0.012669180401448868,0.9861111111111112,99,0.9861111111111112,0.9967592592592591,0.0012211305485624684,1.0,0.004682834716415414,0.9967592592592591,"{""activation_hidden"": ""tanh"", ""activation_out"": ""logistic"", ""alpha"": 0.9, ""batch_size"": 1, ""classification"": true, ""early_stopping"": false, ""epochs"": 100, ""evaluation_metric"": ""accuracy"", ""hidden_layer_sizes"": [4], ""lambd"": 0, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.01, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-06, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_criteria_on_loss"": true, ""stopping_patience"": 30, ""tol"": 1e-06, ""verbose"": false, ""weights_bound"": 0.7, ""weights_dist"": ""uniform""}"
5,0.06609109002246212,0.9354838709677419,0.08600112770380493,0.9166666666666666,99,0.9166666666666666,0.001093399576840812,1.0,0.002031828293913362,1.0,99,1.0,0.0013201361955081396,1.0,0.002021626479651904,1.0,99,1.0,0.0680357613860171,0.9354838709677419,0.09103254357018142,0.9166666666666666,99,0.9166666666666666,0.002599588273523283,1.0,0.003934034309352645,1.0,99,1.0,0.9666666666666666,0.027827995090870288,0.9741935483870968,0.03700423207138086,0.9666666666666666,"{""activation_hidden"": ""tanh"", ""activation_out"": ""logistic"", ""alpha"": 0.9, ""batch_size"": 1, ""classification"": true, ""early_stopping"": false, ""epochs"": 100, ""evaluation_metric"": ""accuracy"", ""hidden_layer_sizes"": [4], ""lambd"": 0, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.01, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-06, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_criteria_on_loss"": true, ""stopping_patience"": 30, ""tol"": 1e-06, ""verbose"": false, ""weights_bound"": 0.1, ""weights_dist"": ""uniform""}"
6,0.0021918959171924974,1.0,0.0043010096654149494,1.0,99,1.0,0.0024915946657779213,1.0,0.00724055094117087,0.9976851851851852,99,0.9976851851851852,0.0018150151032958867,1.0,0.006852436995292534,1.0,99,1.0,0.003032046757187311,1.0,0.003825394826983337,1.0,99,1.0,0.0029992882259920824,1.0,0.0038314564123969486,1.0,99,1.0,0.999537037037037,0.0025059681338891397,1.0,0.0052101697682517285,0.999537037037037,"{""activation_hidden"": ""tanh"", ""activation_out"": ""logistic"", ""alpha"": 0.9, ""batch_size"": 1, ""classification"": true, ""early_stopping"": false, ""epochs"": 100, ""evaluation_metric"": ""accuracy"", ""hidden_layer_sizes"": [4], ""lambd"": 0, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.005, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-06, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_criteria_on_loss"": true, ""stopping_patience"": 30, ""tol"": 1e-06, ""verbose"": false, ""weights_bound"": 0.7, ""weights_dist"": ""uniform""}"
7,0.00873047145727829,1.0,0.01629336852923861,1.0,99,1.0,0.020166651440260766,1.0,0.028582637264364816,0.9953703703703703,99,0.9953703703703703,0.10391259742151186,0.8951612903225806,0.16207025578846826,0.8333333333333334,99,0.8333333333333334,0.004964652477606061,1.0,0.007651851861264452,1.0,99,1.0,0.06786804779235148,0.9354838709677419,0.08900158422708605,0.9166666666666666,99,0.9166666666666666,0.9490740740740741,0.04112848411780169,0.9661290322580645,0.060719939534084444,0.9490740740740741,"{""activation_hidden"": ""tanh"", ""activation_out"": ""logistic"", ""alpha"": 0.9, ""batch_size"": 1, ""classification"": true, ""early_stopping"": false, ""epochs"": 100, ""evaluation_metric"": ""accuracy"", ""hidden_layer_sizes"": [4], ""lambd"": 0, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.005, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-06, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_criteria_on_loss"": true, ""stopping_patience"": 30, ""tol"": 1e-06, ""verbose"": false, ""weights_bound"": 0.1, ""weights_dist"": ""uniform""}"
8,0.07819696804895888,0.9112903225806451,0.12350851748782807,0.8287037037037037,99,0.8287037037037037,0.10688884804640712,0.8629032258064516,0.16280359332314795,0.7615740740740741,99,0.7615740740740741,0.10166284785510771,0.8790322580645161,0.15578190015435156,0.7777777777777778,99,0.7777777777777778,0.12074419368683147,0.8629032258064516,0.18108073089068022,0.7523148148148148,99,0.7523148148148148,0.08280456952355436,0.9274193548387096,0.12582756385381735,0.8148148148148148,99,0.8148148148148148,0.787037037037037,0.09805948543217191,0.8887096774193548,0.14980046114196505,0.787037037037037,"{""activation_hidden"": ""tanh"", ""activation_out"": ""logistic"", ""alpha"": 0.9, ""batch_size"": 1, ""classification"": true, ""early_stopping"": false, ""epochs"": 100, ""evaluation_metric"": ""accuracy"", ""hidden_layer_sizes"": [4], ""lambd"": 0, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.001, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-06, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_criteria_on_loss"": true, ""stopping_patience"": 30, ""tol"": 1e-06, ""verbose"": false, ""weights_bound"": 0.7, ""weights_dist"": ""uniform""}"
9,0.12553752913418528,0.8709677419354839,0.1847104113726969,0.7523148148148148,99,0.7523148148148148,0.12441537322874281,0.8709677419354839,0.18310848284514314,0.7546296296296297,99,0.7546296296296297,0.12063882122275997,0.8709677419354839,0.17873103300549967,0.7546296296296297,99,0.7546296296296297,0.12596842216788298,0.8629032258064516,0.18265090852829555,0.7523148148148148,99,0.7523148148148148,0.12503374942096154,0.8709677419354839,0.18422586682385356,0.7546296296296297,99,0.7546296296296297,0.7537037037037038,0.12431877903490654,0.8693548387096774,0.18268534051509777,0.7537037037037038,"{""activation_hidden"": ""tanh"", ""activation_out"": ""logistic"", ""alpha"": 0.9, ""batch_size"": 1, ""classification"": true, ""early_stopping"": false, ""epochs"": 100, ""evaluation_metric"": ""accuracy"", ""hidden_layer_sizes"": [4], ""lambd"": 0, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.001, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-06, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_criteria_on_loss"": true, ""stopping_patience"": 30, ""tol"": 1e-06, ""verbose"": false, ""weights_bound"": 0.1, ""weights_dist"": ""uniform""}"
