     ,val_MSE_mean_rank ,val_MSE_mean           ,val_MSE_dev            ,val_MEE_mean_rank ,val_MEE_mean           ,val_MEE_dev            ,tr_mse_mean_rank ,tr_mse_mean            ,tr_mse_dev             ,tr_mee_mean_rank ,tr_mee_mean            ,tr_mee_dev             ,split0_val_MSE         ,split0_val_MEE             ,split0_tr_mse                     ,split0_tr_mee             ,split0_best_epoch ,split1_val_MSE         ,split1_val_MEE         ,split1_tr_mse          ,split1_tr_mee                     ,split1_best_epoch ,split2_val_MSE         ,split2_val_MEE         ,split2_tr_mse          ,split2_tr_mee          ,split2_best_epoch ,params
   0 ,                5 ,1.7551199559065829     ,0.1875642991915357     ,                1 ,1.4539505820302334     ,0.0790568095289099     ,             260 ,1.4534706399751922     ,0.1107763059574843     ,             227 ,1.283675313397212      ,0.0575802170021416     ,1.9803174320247772     ,        1.554778634634742  ,               1.311696772464228  ,       1.2062220396314098 ,            797.0 ,1.5211329067985453     ,1.3617006076053135     ,1.5820828958226034     ,               1.3441726845865245 ,            448.0 ,1.7639095288964255     ,1.4453725038506444     ,1.4666322516387449     ,1.3006312159737017     ,            685.0 ,"{""activation_hidden"": ""logistic"", ""activation_out"": ""identity"", ""alpha"": 0.8, ""batch_size"": 1, ""classification"": false, ""early_stopping"": false, ""epochs"": 800, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [60, 60], ""lambd"": 0.0001, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.0001, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tau"": 200, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
   1 ,               64 ,1.8124955627246628     ,0.1999800548511176     ,                2 ,1.4559674821079394     ,0.0831535864187896     ,             145 ,1.1885487808260615     ,0.0550149474457293     ,             143 ,1.185249073016225      ,0.0356949465432626     ,2.0949543757810347     ,        1.5718276250462784 ,               1.1254276420082847 ,       1.1453619832222943 ,            192.0 ,1.6589861845974372     ,1.4154758411929054     ,1.1807169900689902     ,               1.178397863502714  ,            174.0 ,1.6835461277955166     ,1.3805989800846343     ,1.2595017104009103     ,1.231987372323667      ,            183.0 ,"{""activation_hidden"": ""logistic"", ""activation_out"": ""identity"", ""alpha"": 0.8, ""batch_size"": 64, ""classification"": false, ""early_stopping"": false, ""epochs"": 200, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [30, 30, 30], ""lambd"": 0.001, ""learning_rate"": ""linear_decay"", ""learning_rate_init"": 0.1, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tau"": 200, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
   2 ,                1 ,1.735673345116764      ,0.1800345601423519     ,                3 ,1.456580406504159      ,0.0665252356652813     ,             249 ,1.4255850953889633     ,0.0441879081013278     ,             262 ,1.3132191947678933     ,0.033164411367815      ,1.9774253196845528     ,        1.5489976359449111 ,               1.3792962176968333 ,       1.2694693915123614 ,            161.0 ,1.5456189554018605     ,1.3951172105914542     ,1.4123721184157023     ,               1.3204556774787417 ,            159.0 ,1.6839757602638792     ,1.4256263729761112     ,1.4850869500543542     ,1.349732515312577      ,            161.0 ,"{""activation_hidden"": ""logistic"", ""activation_out"": ""identity"", ""alpha"": 0.5, ""batch_size"": 64, ""classification"": false, ""early_stopping"": false, ""epochs"": 200, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [30, 30, 30], ""lambd"": 0.001, ""learning_rate"": ""linear_decay"", ""learning_rate_init"": 0.1, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": true, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tau"": 200, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
   3 ,                4 ,1.7541164147469577     ,0.1361139123324899     ,                4 ,1.4586482350670371     ,0.0589411429774763     ,             749 ,2.3003946650886387     ,0.0977905989844494     ,             204 ,1.2651178335720494     ,0.0473754768614331     ,1.9245328213940984     ,        1.5321749412558132 ,               2.162254547769404  ,       1.200641131455681  ,            193.0 ,1.5913892978938982     ,1.3878781898222945     ,2.3637653496705875     ,               1.2815853293927997 ,            185.0 ,1.746427124952876      ,1.4558915741230034     ,2.375164097825924      ,1.3131270398676678     ,            184.0 ,"{""activation_hidden"": ""logistic"", ""activation_out"": ""identity"", ""alpha"": 0.8, ""batch_size"": 1, ""classification"": false, ""early_stopping"": false, ""epochs"": 200, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [30, 30, 30], ""lambd"": 0.001, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.0005, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tau"": 200, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
   4 ,               74 ,1.814050666772004      ,0.1748714287295039     ,                5 ,1.4594988345252462     ,0.0722794950927203     ,             107 ,1.075367417046853      ,0.0273930865249464     ,             123 ,1.1461284734585178     ,0.0194772302666428     ,2.0608495439314485     ,        1.560240694458597  ,               1.037661814330105  ,       1.118702493859123  ,            198.0 ,1.6769486534898754     ,1.4241211149941226     ,1.0865203854934116     ,               1.1576266313120114 ,            199.0 ,1.704353802894688      ,1.394134694123019      ,1.1019200513170426     ,1.162056295204419      ,            195.0 ,"{""activation_hidden"": ""logistic"", ""activation_out"": ""identity"", ""alpha"": 0.8, ""batch_size"": 64, ""classification"": false, ""early_stopping"": false, ""epochs"": 200, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [60, 60], ""lambd"": 0.0001, ""learning_rate"": ""linear_decay"", ""learning_rate_init"": 0.1, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tau"": 200, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
   5 ,               23 ,1.78550307198003       ,0.1220394476338959     ,                6 ,1.4599895828277225     ,0.0563112701241964     ,             204 ,1.3299645055367717     ,0.0660315051431107     ,             234 ,1.2874274528580012     ,0.0374054716744291     ,1.9330920018422155     ,        1.5367088399073414 ,               1.2368367828434632 ,       1.2346353247841195 ,            795.0 ,1.6342258928167883     ,1.4031352142420557     ,1.3824999627057917     ,               1.3167385429416405 ,            792.0 ,1.789191321281086      ,1.4401246943337709     ,1.3705567710610598     ,1.310908490848244      ,            793.0 ,"{""activation_hidden"": ""tanh"", ""activation_out"": ""identity"", ""alpha"": 0.8, ""batch_size"": 64, ""classification"": false, ""early_stopping"": false, ""epochs"": 800, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [30, 30, 30], ""lambd"": 1e-05, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.0005, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tau"": 200, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
   6 ,                7 ,1.7586525877402943     ,0.1440883281851428     ,                7 ,1.4619126923183412     ,0.0600720809175458     ,             193 ,1.3145987579964613     ,0.0956808561037537     ,             209 ,1.2677376929970252     ,0.0499386026831844     ,1.9526514479018076     ,        1.5412877126958104 ,               1.1856932755867562 ,       1.200717865495478  ,            795.0 ,1.6076577766458862     ,1.3960013959097737     ,1.3434176418369796     ,               1.2819589287689794 ,            794.0 ,1.7156485386731892     ,1.4484489683494393     ,1.4146853565656483     ,1.320536284726618      ,            287.0 ,"{""activation_hidden"": ""logistic"", ""activation_out"": ""identity"", ""alpha"": 0, ""batch_size"": 64, ""classification"": false, ""early_stopping"": false, ""epochs"": 800, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [30, 30, 30], ""lambd"": 1e-05, ""learning_rate"": ""linear_decay"", ""learning_rate_init"": 0.1, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tau"": 200, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
   7 ,                3 ,1.752397753439155      ,0.165923928281577      ,                8 ,1.4626142304788192     ,0.0725916091984622     ,             201 ,1.3252165130953528     ,0.0691816623333582     ,             232 ,1.2873330360117416     ,0.0337219006902053     ,1.9615310363059448     ,        1.5606363584884702 ,               1.2298400824613118 ,       1.2408468461041813 ,            797.0 ,1.5556705051142885     ,1.3871823526262312     ,1.3540193911254017     ,               1.3013552042144425 ,            796.0 ,1.739991718897232      ,1.4400239803217565     ,1.3917900656993447     ,1.3197970577166016     ,            785.0 ,"{""activation_hidden"": ""tanh"", ""activation_out"": ""identity"", ""alpha"": 0.8, ""batch_size"": 64, ""classification"": false, ""early_stopping"": false, ""epochs"": 800, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [30, 30], ""lambd"": 1e-05, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.001, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tau"": 200, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
   8 ,               77 ,1.814539384041679      ,0.1470990223283491     ,                9 ,1.4640376484209217     ,0.0574985807942093     ,             154 ,1.212839469156074      ,0.0606722342561841     ,             179 ,1.225817832174382      ,0.0399232536222313     ,2.004848396302328      ,        1.5352090058617176 ,               1.2029253529984512 ,       1.1908827957365171 ,            174.0 ,1.6466247003125032     ,1.3943916027023808     ,1.143986211288767      ,               1.2048736764973318 ,            797.0 ,1.792145055510206      ,1.462512336698667      ,1.2916068431810035     ,1.2816970242892969     ,            307.0 ,"{""activation_hidden"": ""logistic"", ""activation_out"": ""identity"", ""alpha"": 0.5, ""batch_size"": 64, ""classification"": false, ""early_stopping"": false, ""epochs"": 800, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [30, 30, 30], ""lambd"": 0.0001, ""learning_rate"": ""linear_decay"", ""learning_rate_init"": 0.1, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": true, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tau"": 200, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
   9 ,               37 ,1.7955014750301304     ,0.1767367706533626     ,               10 ,1.4640649299810813     ,0.0649570076894416     ,             229 ,1.3763882545049178     ,0.0714149500739235     ,             257 ,1.3078268837110534     ,0.0387668829548086     ,2.022655977983951      ,        1.5542870926284644 ,               1.2762043917738477 ,       1.2532229429271158 ,            799.0 ,1.5916222136513305     ,1.4039842027907994     ,1.4375498686709247     ,               1.3393849155682664 ,            790.0 ,1.772226233455109      ,1.4339234945239798     ,1.4154105030699808     ,1.3308727926377777     ,            789.0 ,"{""activation_hidden"": ""tanh"", ""activation_out"": ""identity"", ""alpha"": 0.8, ""batch_size"": 64, ""classification"": false, ""early_stopping"": false, ""epochs"": 800, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [30, 30], ""lambd"": 0.0001, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.001, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": true, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tau"": 200, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
