    ,mean_accuracy_rank ,mean_accuracy      ,mean_val_loss_rank ,mean_val_loss      ,mean_train_score_rank ,mean_train_score   ,mean_train_loss_rank ,mean_train_loss       ,trial0_val_score   ,trial0_val_loss       ,trial0_accuracy    ,trial0_train_score ,trial0_train_loss     ,trial0_best_epoch ,trial1_val_score   ,trial1_val_loss       ,trial1_accuracy    ,trial1_train_score ,trial1_train_loss     ,trial1_best_epoch ,trial2_val_score   ,trial2_val_loss       ,trial2_accuracy    ,trial2_train_score ,trial2_train_loss     ,trial2_best_epoch ,trial3_val_score   ,trial3_val_loss    ,trial3_accuracy    ,trial3_train_score ,trial3_train_loss     ,trial3_best_epoch ,trial4_val_score   ,trial4_val_loss       ,trial4_accuracy    ,trial4_train_score ,trial4_train_loss     ,trial4_best_epoch ,params
  0 ,                 1 ,1.0                ,                 5 ,0.0003063695151513 ,                  216 ,1.0                ,                   2 ,6.952205412811676e-05 ,1.0                ,0.0001540353998187    ,1.0                ,1.0                ,6.642524838628656e-05 ,               99 ,1.0                ,8.893699816989359e-05 ,1.0                ,1.0                ,6.222891102388312e-05 ,               99 ,1.0                ,0.0001214723434924    ,1.0                ,1.0                ,7.144296658459826e-05 ,               99 ,1.0                ,0.0010549515074867 ,1.0                ,1.0                ,6.674731879356029e-05 ,               99 ,1.0                ,0.0001124513267888    ,1.0                ,1.0                ,8.076582585225555e-05 ,               99 ,"{""activation_hidden"": ""tanh"", ""activation_out"": ""logistic"", ""alpha"": 0.9, ""batch_size"": 1, ""classification"": true, ""early_stopping"": false, ""epochs"": 100, ""evaluation_metric"": ""accuracy"", ""hidden_layer_sizes"": [4], ""lambd"": 0, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.1, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-06, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_criteria_on_loss"": true, ""stopping_patience"": 30, ""tol"": 1e-06, ""verbose"": false, ""weights_bound"": 0.7, ""weights_dist"": ""uniform""}"
  1 ,                 1 ,1.0                ,                14 ,0.0044725154067401 ,                  216 ,1.0                ,                  26 ,0.0024878859345486    ,1.0                ,0.0042847666760293    ,1.0                ,1.0                ,0.0026200168257888    ,              199 ,1.0                ,0.007272585464883     ,1.0                ,1.0                ,0.0041504957157388    ,              199 ,1.0                ,0.00310164163364      ,1.0                ,1.0                ,0.0017949646762228    ,              199 ,1.0                ,0.0033872499335313 ,1.0                ,1.0                ,0.0020013189146741    ,              199 ,1.0                ,0.0043163333256168    ,1.0                ,1.0                ,0.0018726335403186    ,              199 ,"{""activation_hidden"": ""logistic"", ""activation_out"": ""logistic"", ""alpha"": 0.9, ""batch_size"": 8, ""classification"": true, ""early_stopping"": false, ""epochs"": 200, ""evaluation_metric"": ""accuracy"", ""hidden_layer_sizes"": [4], ""lambd"": 0, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.1, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-06, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_criteria_on_loss"": true, ""stopping_patience"": 30, ""tol"": 1e-06, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
  2 ,                 1 ,1.0                ,                 7 ,0.0006461166000493 ,                  216 ,1.0                ,                  11 ,0.0002986189915107    ,1.0                ,0.0007925877028981    ,1.0                ,1.0                ,0.0003116714656725    ,              199 ,1.0                ,0.0004982328852107    ,1.0                ,1.0                ,0.0003275295839939    ,              199 ,1.0                ,0.000384544397539     ,1.0                ,1.0                ,0.0002494507282939    ,              199 ,1.0                ,0.0007393874896599 ,1.0                ,1.0                ,0.0003187450051938    ,              199 ,1.0                ,0.0008158305249387    ,1.0                ,1.0                ,0.0002856981743994    ,              199 ,"{""activation_hidden"": ""tanh"", ""activation_out"": ""logistic"", ""alpha"": 0.9, ""batch_size"": 8, ""classification"": true, ""early_stopping"": false, ""epochs"": 200, ""evaluation_metric"": ""accuracy"", ""hidden_layer_sizes"": [4], ""lambd"": 0, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.1, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-06, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_criteria_on_loss"": true, ""stopping_patience"": 30, ""tol"": 1e-06, ""verbose"": false, ""weights_bound"": 0.7, ""weights_dist"": ""uniform""}"
  3 ,                 1 ,1.0                ,                 2 ,0.0002299223535483 ,                  216 ,1.0                ,                   9 ,0.0001664230122771    ,1.0                ,0.0002278538770944    ,1.0                ,1.0                ,0.0001686317459782    ,              199 ,1.0                ,0.0002053567821544    ,1.0                ,1.0                ,0.0001606439351581    ,              199 ,1.0                ,0.0002648101903102    ,1.0                ,1.0                ,0.0001812719332364    ,              199 ,1.0                ,0.0002270387529784 ,1.0                ,1.0                ,0.0001546599725885    ,              199 ,1.0                ,0.000224552165204     ,1.0                ,1.0                ,0.0001669074744244    ,              199 ,"{""activation_hidden"": ""logistic"", ""activation_out"": ""logistic"", ""alpha"": 0.9, ""batch_size"": 1, ""classification"": true, ""early_stopping"": false, ""epochs"": 200, ""evaluation_metric"": ""accuracy"", ""hidden_layer_sizes"": [4], ""lambd"": 0, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.1, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-06, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_criteria_on_loss"": true, ""stopping_patience"": 30, ""tol"": 1e-06, ""verbose"": false, ""weights_bound"": 0.1, ""weights_dist"": ""uniform""}"
  4 ,                 1 ,1.0                ,                17 ,0.0047736468743926 ,                  216 ,1.0                ,                  30 ,0.0032018028523452    ,1.0                ,0.0027665612573908    ,1.0                ,1.0                ,0.0016342843042217    ,               99 ,1.0                ,0.0019498029268006    ,1.0                ,1.0                ,0.0009978871822132    ,               99 ,1.0                ,0.0025270542428579    ,1.0                ,1.0                ,0.0014706468358931    ,               99 ,1.0                ,0.0122924281660268 ,1.0                ,1.0                ,0.0093310549171384    ,               99 ,1.0                ,0.0043323877788868    ,1.0                ,1.0                ,0.0025751410222598    ,               99 ,"{""activation_hidden"": ""logistic"", ""activation_out"": ""logistic"", ""alpha"": 0.9, ""batch_size"": 1, ""classification"": true, ""early_stopping"": false, ""epochs"": 100, ""evaluation_metric"": ""accuracy"", ""hidden_layer_sizes"": [4], ""lambd"": 0, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.05, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-06, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_criteria_on_loss"": true, ""stopping_patience"": 30, ""tol"": 1e-06, ""verbose"": false, ""weights_bound"": 0.1, ""weights_dist"": ""uniform""}"
  5 ,                 1 ,1.0                ,                10 ,0.0012193619149955 ,                  216 ,1.0                ,                  15 ,0.0005140911860481    ,1.0                ,0.0014153116287851    ,1.0                ,1.0                ,0.0003401651656681    ,              199 ,1.0                ,0.0014896031229908    ,1.0                ,1.0                ,0.0007078075929872    ,              199 ,1.0                ,0.0006502310146279    ,1.0                ,1.0                ,0.0003859498297656    ,              199 ,1.0                ,0.0019848297593425 ,1.0                ,1.0                ,0.0007656441795085    ,              199 ,1.0                ,0.0005568340492314    ,1.0                ,1.0                ,0.000370889162311     ,              199 ,"{""activation_hidden"": ""tanh"", ""activation_out"": ""logistic"", ""alpha"": 0.9, ""batch_size"": 1, ""classification"": true, ""early_stopping"": false, ""epochs"": 200, ""evaluation_metric"": ""accuracy"", ""hidden_layer_sizes"": [4], ""lambd"": 0, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.01, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-06, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_criteria_on_loss"": true, ""stopping_patience"": 30, ""tol"": 1e-06, ""verbose"": false, ""weights_bound"": 0.7, ""weights_dist"": ""uniform""}"
  6 ,                 1 ,1.0                ,                 1 ,0.0001410071208506 ,                  216 ,1.0                ,                   4 ,9.356744749912644e-05 ,1.0                ,0.0001355973459295    ,1.0                ,1.0                ,8.829627039469128e-05 ,              163 ,1.0                ,0.0001357509787645    ,1.0                ,1.0                ,8.665284094502092e-05 ,              161 ,1.0                ,0.0001435805502629    ,1.0                ,1.0                ,9.70755992607288e-05  ,              180 ,1.0                ,0.0001115366007156 ,1.0                ,1.0                ,7.691936158557576e-05 ,              153 ,1.0                ,0.0001785701285802    ,1.0                ,1.0                ,0.0001188931653096    ,              197 ,"{""activation_hidden"": ""tanh"", ""activation_out"": ""logistic"", ""alpha"": 0.9, ""batch_size"": 1, ""classification"": true, ""early_stopping"": false, ""epochs"": 200, ""evaluation_metric"": ""accuracy"", ""hidden_layer_sizes"": [4], ""lambd"": 0, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.05, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-06, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_criteria_on_loss"": true, ""stopping_patience"": 30, ""tol"": 1e-06, ""verbose"": false, ""weights_bound"": 0.1, ""weights_dist"": ""uniform""}"
  7 ,                 1 ,1.0                ,                 4 ,0.0002800288501747 ,                  216 ,1.0                ,                   3 ,8.897251339985198e-05 ,1.0                ,0.0001291390400592    ,1.0                ,1.0                ,8.63520428332893e-05  ,              160 ,1.0                ,0.0002213586615989    ,1.0                ,1.0                ,0.0001070679080125    ,              199 ,1.0                ,0.0001244430663784    ,1.0                ,1.0                ,8.929154489953232e-05 ,              164 ,1.0                ,0.0008103317630737 ,1.0                ,1.0                ,7.452065951854317e-05 ,              153 ,1.0                ,0.0001148717197632    ,1.0                ,1.0                ,8.763041173536252e-05 ,              175 ,"{""activation_hidden"": ""tanh"", ""activation_out"": ""logistic"", ""alpha"": 0.9, ""batch_size"": 1, ""classification"": true, ""early_stopping"": false, ""epochs"": 200, ""evaluation_metric"": ""accuracy"", ""hidden_layer_sizes"": [4], ""lambd"": 0, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.05, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-06, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_criteria_on_loss"": true, ""stopping_patience"": 30, ""tol"": 1e-06, ""verbose"": false, ""weights_bound"": 0.7, ""weights_dist"": ""uniform""}"
  8 ,                 1 ,1.0                ,                19 ,0.0049891714645224 ,                  216 ,1.0                ,                  29 ,0.0028941447433307    ,1.0                ,0.0032355358550119    ,1.0                ,1.0                ,0.0019302119381363    ,               99 ,1.0                ,0.0025178217310283    ,1.0                ,1.0                ,0.0012874925449021    ,               99 ,1.0                ,0.0024996825696838    ,1.0                ,1.0                ,0.0017456584009335    ,               99 ,1.0                ,0.0048038986532976 ,1.0                ,1.0                ,0.001926798657562     ,               99 ,1.0                ,0.0118889185135904    ,1.0                ,1.0                ,0.0075805621751198    ,               99 ,"{""activation_hidden"": ""tanh"", ""activation_out"": ""logistic"", ""alpha"": 0.9, ""batch_size"": 16, ""classification"": true, ""early_stopping"": false, ""epochs"": 100, ""evaluation_metric"": ""accuracy"", ""hidden_layer_sizes"": [4], ""lambd"": 0, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.1, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-06, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_criteria_on_loss"": true, ""stopping_patience"": 30, ""tol"": 1e-06, ""verbose"": false, ""weights_bound"": 0.7, ""weights_dist"": ""uniform""}"
  9 ,                 1 ,1.0                ,                 8 ,0.0007482118469943 ,                  216 ,1.0                ,                  14 ,0.0004804866975406    ,1.0                ,0.0006612497527446    ,1.0                ,1.0                ,0.0004441166852928    ,               99 ,1.0                ,0.000991546761675     ,1.0                ,1.0                ,0.0006388446083914    ,               99 ,1.0                ,0.0007309355482078    ,1.0                ,1.0                ,0.0004428512785205    ,               99 ,1.0                ,0.0005272913711392 ,1.0                ,1.0                ,0.0003581963952375    ,               99 ,1.0                ,0.0008300358012051    ,1.0                ,1.0                ,0.0005184245202607    ,               99 ,"{""activation_hidden"": ""logistic"", ""activation_out"": ""logistic"", ""alpha"": 0.9, ""batch_size"": 1, ""classification"": true, ""early_stopping"": false, ""epochs"": 100, ""evaluation_metric"": ""accuracy"", ""hidden_layer_sizes"": [4], ""lambd"": 0, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.1, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-06, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_criteria_on_loss"": true, ""stopping_patience"": 30, ""tol"": 1e-06, ""verbose"": false, ""weights_bound"": 0.1, ""weights_dist"": ""uniform""}"
