,tr_mse_mean,tr_mse_dev,tr_mee_mean,tr_mee_dev,val_mee_mean,val_mee_dev,val_mse_mean,val_mse_dev,split0_tr_mse,split0_tr_mee,split0_val_mee,split0_val_mse,split0_best_epoch,split1_tr_mse,split1_tr_mee,split1_val_mee,split1_val_mse,split1_best_epoch,split2_tr_mse,split2_tr_mee,split2_val_mee,split2_val_mse,split2_best_epoch,params
0,1.0112087510791044,0.058263425610318303,1.0198557736804987,0.03230728772894209,2.44122900943932,0.21339573134295775,1.6743695820328959,0.07637421360604842,0.9496517027827966,0.9823997011645299,2.743006442537104,1.7789101035071815,499.0,0.9945532420911416,1.0159249654322018,2.2924362145917367,1.5985835758615385,496.0,1.0894213083633744,1.0612426544447646,2.288244371189119,1.6456150667299674,497.0,"{'activation_hidden': 'logistic', 'activation_out': 'identity', 'alpha': 0.1, 'batch_size': 1, 'classification': False, 'early_stopping': False, 'epochs': 500, 'evaluation_metric': 'mee', 'hidden_layer_sizes': [20, 20], 'lambd': 0.0001, 'learning_rate': 'fixed', 'learning_rate_init': 0.005, 'loss': 'mse', 'metric_decrease_tol': 1e-05, 'nesterov': False, 'random_state': None, 'reinit_weights': True, 'stopping_patience': 30, 'tau': 200, 'tol': 0.0001, 'validation_size': 0.1, 'verbose': False, 'weights_bound': None, 'weights_dist': None}"
1,1.7436192363581924,0.08346411641123315,1.3757033434737906,0.041353986712819764,1.8058372362305828,0.18955354261692287,1.502761573228507,0.0759366137965941,1.6255831890212424,1.3173163170581812,1.9728522065285874,1.58733667657961,489.0,1.8027193530458587,1.4078028307563772,1.5407386773741818,1.4031604726120435,495.0,1.802555167007476,1.4019908826068135,1.9039208247889787,1.5177875704938673,384.0,"{'activation_hidden': 'logistic', 'activation_out': 'identity', 'alpha': 0.1, 'batch_size': 1, 'classification': False, 'early_stopping': False, 'epochs': 500, 'evaluation_metric': 'mee', 'hidden_layer_sizes': [20, 20], 'lambd': 0.0005, 'learning_rate': 'fixed', 'learning_rate_init': 0.0005, 'loss': 'mse', 'metric_decrease_tol': 1e-05, 'nesterov': False, 'random_state': None, 'reinit_weights': True, 'stopping_patience': 30, 'tau': 200, 'tol': 0.0001, 'validation_size': 0.1, 'verbose': False, 'weights_bound': None, 'weights_dist': None}"
2,1.9753685489979802,0.09736406102807346,1.5170980294307064,0.044900053825626826,1.9763432689626983,0.17620138202797994,1.592125697123847,0.06817219024448434,1.8680763827381082,1.464207735032471,2.158059233752914,1.6733599419737666,494.0,2.1037537374494653,1.573973175301649,1.737820559404581,1.5065428168175534,441.0,1.954275526806367,1.5131131779579994,2.0331500137306,1.5964743325802218,495.0,"{'activation_hidden': 'logistic', 'activation_out': 'identity', 'alpha': 0.1, 'batch_size': 1, 'classification': False, 'early_stopping': False, 'epochs': 500, 'evaluation_metric': 'mee', 'hidden_layer_sizes': [20, 20], 'lambd': 0.0005, 'learning_rate': 'fixed', 'learning_rate_init': 0.0001, 'loss': 'mse', 'metric_decrease_tol': 1e-05, 'nesterov': False, 'random_state': None, 'reinit_weights': True, 'stopping_patience': 30, 'tau': 200, 'tol': 0.0001, 'validation_size': 0.1, 'verbose': False, 'weights_bound': None, 'weights_dist': None}"
3,1.6314313252703938,0.05889491378380174,1.0485760492419278,0.027415343864041597,2.09337084015351,0.1146070798148317,1.5933675744525522,0.04589593015998439,1.5539531063894088,1.0252556883213457,2.255427009590299,1.6411625888961932,491.0,1.696642316088582,1.0334123188450044,2.01469277163314,1.6075013971262844,488.0,1.6436985533331907,1.0870601405594338,2.009992739237092,1.531438737335179,398.0,"{'activation_hidden': 'logistic', 'activation_out': 'identity', 'alpha': 0.1, 'batch_size': 1, 'classification': False, 'early_stopping': False, 'epochs': 500, 'evaluation_metric': 'mee', 'hidden_layer_sizes': [20, 20], 'lambd': 0.0005, 'learning_rate': 'fixed', 'learning_rate_init': 0.005, 'loss': 'mse', 'metric_decrease_tol': 1e-05, 'nesterov': False, 'random_state': None, 'reinit_weights': True, 'stopping_patience': 30, 'tau': 200, 'tol': 0.0001, 'validation_size': 0.1, 'verbose': False, 'weights_bound': None, 'weights_dist': None}"
4,1.6012163789123874,0.0524167019039732,1.3832172320321698,0.029957110975834467,1.9245717698309974,0.24919148199800398,1.53272355781073,0.0973437232362313,1.5401243778544795,1.3411243685335685,2.219901385166058,1.6594672944305917,484.0,1.6681229557952775,1.4084212927805257,1.6103839734199419,1.4228143969177067,497.0,1.5954018030874053,1.400106034782415,1.943429950906992,1.5158889820838921,482.0,"{'activation_hidden': 'logistic', 'activation_out': 'identity', 'alpha': 0.1, 'batch_size': 1, 'classification': False, 'early_stopping': False, 'epochs': 500, 'evaluation_metric': 'mee', 'hidden_layer_sizes': [10, 20], 'lambd': 0.0001, 'learning_rate': 'fixed', 'learning_rate_init': 0.0005, 'loss': 'mse', 'metric_decrease_tol': 1e-05, 'nesterov': False, 'random_state': None, 'reinit_weights': True, 'stopping_patience': 30, 'tau': 200, 'tol': 0.0001, 'validation_size': 0.1, 'verbose': False, 'weights_bound': None, 'weights_dist': None}"
5,1.8382938717215034,0.08118231230038216,1.5082127085185963,0.036947785249048834,1.9780712390377648,0.22430474510563655,1.5728565907200227,0.0917208887391258,1.741783059743709,1.4599445710743042,2.2444567792357164,1.6874980867439309,498.0,1.9404018461189294,1.5496773407906947,1.6957208811484221,1.462980370217634,499.0,1.8326967093018713,1.5150162136907903,1.9940360567291564,1.5680913151985025,496.0,"{'activation_hidden': 'logistic', 'activation_out': 'identity', 'alpha': 0.1, 'batch_size': 1, 'classification': False, 'early_stopping': False, 'epochs': 500, 'evaluation_metric': 'mee', 'hidden_layer_sizes': [10, 20], 'lambd': 0.0001, 'learning_rate': 'fixed', 'learning_rate_init': 0.0001, 'loss': 'mse', 'metric_decrease_tol': 1e-05, 'nesterov': False, 'random_state': None, 'reinit_weights': True, 'stopping_patience': 30, 'tau': 200, 'tol': 0.0001, 'validation_size': 0.1, 'verbose': False, 'weights_bound': None, 'weights_dist': None}"
6,1.417418219641499,0.12437317291503447,1.2875041807526444,0.06653154835132152,2.010752537131004,0.24002413202301673,1.5470484910541844,0.06243537179685154,1.2465881551111728,1.194190018097432,2.3466706811268327,1.635288825730986,475.0,1.5391078435770456,1.344602558695316,1.8850619679561385,1.5056662023126441,172.0,1.4665586602362783,1.3237199654651852,1.8005249623100408,1.500190445118923,139.0,"{'activation_hidden': 'logistic', 'activation_out': 'identity', 'alpha': 0.1, 'batch_size': 1, 'classification': False, 'early_stopping': False, 'epochs': 500, 'evaluation_metric': 'mee', 'hidden_layer_sizes': [10, 20], 'lambd': 0.0001, 'learning_rate': 'fixed', 'learning_rate_init': 0.005, 'loss': 'mse', 'metric_decrease_tol': 1e-05, 'nesterov': False, 'random_state': None, 'reinit_weights': True, 'stopping_patience': 30, 'tau': 200, 'tol': 0.0001, 'validation_size': 0.1, 'verbose': False, 'weights_bound': None, 'weights_dist': None}"
7,1.7516221060830919,0.06407000051441192,1.4026293631360103,0.03686161600677104,1.8766557306423133,0.1684669705781411,1.5234206047614667,0.06879479904826281,1.6631673805162546,1.3505535632817856,2.0789519203447093,1.6142695710949748,421.0,1.8128573668126629,1.4307291563928088,1.6665174115158,1.4478475635655774,495.0,1.7788415709203584,1.4266053697334364,1.8844978600664308,1.5081446796238485,493.0,"{'activation_hidden': 'logistic', 'activation_out': 'identity', 'alpha': 0.1, 'batch_size': 1, 'classification': False, 'early_stopping': False, 'epochs': 500, 'evaluation_metric': 'mee', 'hidden_layer_sizes': [10, 20], 'lambd': 0.0005, 'learning_rate': 'fixed', 'learning_rate_init': 0.0005, 'loss': 'mse', 'metric_decrease_tol': 1e-05, 'nesterov': False, 'random_state': None, 'reinit_weights': True, 'stopping_patience': 30, 'tau': 200, 'tol': 0.0001, 'validation_size': 0.1, 'verbose': False, 'weights_bound': None, 'weights_dist': None}"
8,1.9876139844274174,0.07367952858777849,1.536442479557233,0.029079339672199542,2.0002201415228145,0.2616178732038923,1.5945985915910887,0.11257012956810442,1.9180700271924527,1.5008195419566015,2.2973513788215696,1.7258630174861063,496.0,2.089585203430874,1.5720490805903498,1.6607340204763006,1.45095811640612,493.0,1.9551867226589255,1.5364588161247468,2.0425750252705734,1.6069746408810397,492.0,"{'activation_hidden': 'logistic', 'activation_out': 'identity', 'alpha': 0.1, 'batch_size': 1, 'classification': False, 'early_stopping': False, 'epochs': 500, 'evaluation_metric': 'mee', 'hidden_layer_sizes': [10, 20], 'lambd': 0.0005, 'learning_rate': 'fixed', 'learning_rate_init': 0.0001, 'loss': 'mse', 'metric_decrease_tol': 1e-05, 'nesterov': False, 'random_state': None, 'reinit_weights': True, 'stopping_patience': 30, 'tau': 200, 'tol': 0.0001, 'validation_size': 0.1, 'verbose': False, 'weights_bound': None, 'weights_dist': None}"
9,1.7863484000582517,0.054678519546397644,1.2938074428318724,0.036656852535303174,1.930927115466522,0.26830605211734954,1.5207702083132546,0.08032157817876395,1.7107980768450026,1.2451516459052003,2.310091666157024,1.6337640394611987,347.0,1.8383966918912449,1.302641880553163,1.7287794499980436,1.4541921482817644,377.0,1.8098504314385078,1.3336288020372533,1.7539102302444973,1.4743544371968007,284.0,"{'activation_hidden': 'logistic', 'activation_out': 'identity', 'alpha': 0.1, 'batch_size': 1, 'classification': False, 'early_stopping': False, 'epochs': 500, 'evaluation_metric': 'mee', 'hidden_layer_sizes': [10, 20], 'lambd': 0.0005, 'learning_rate': 'fixed', 'learning_rate_init': 0.005, 'loss': 'mse', 'metric_decrease_tol': 1e-05, 'nesterov': False, 'random_state': None, 'reinit_weights': True, 'stopping_patience': 30, 'tau': 200, 'tol': 0.0001, 'validation_size': 0.1, 'verbose': False, 'weights_bound': None, 'weights_dist': None}"
10,1.1062147384726266,0.053724379467907646,1.1067927555060584,0.03504360486398111,2.072686515043963,0.16660908262960067,1.5718479621629144,0.06125240203142637,1.0317291929071406,1.0582312506409486,2.3080712123294007,1.6576322052718622,497.0,1.1564340689721344,1.139641853561964,1.9641272291349523,1.5393761504693784,488.0,1.1304809535386051,1.122505162315263,1.9458611036675364,1.518535530747503,494.0,"{'activation_hidden': 'logistic', 'activation_out': 'identity', 'alpha': 0.85, 'batch_size': 1, 'classification': False, 'early_stopping': False, 'epochs': 500, 'evaluation_metric': 'mee', 'hidden_layer_sizes': [20, 20], 'lambd': 0.0001, 'learning_rate': 'fixed', 'learning_rate_init': 0.0005, 'loss': 'mse', 'metric_decrease_tol': 1e-05, 'nesterov': False, 'random_state': None, 'reinit_weights': True, 'stopping_patience': 30, 'tau': 200, 'tol': 0.0001, 'validation_size': 0.1, 'verbose': False, 'weights_bound': None, 'weights_dist': None}"
