,tr_mse_mean,tr_mse_dev,tr_mee_mean,tr_mee_dev,val_mse_mean,val_mse_dev,val_mee_mean,val_mee_dev,split0_tr_mse,split0_tr_mee,split0_val_mse,split0_val_mee,split0_best_epoch,split1_tr_mse,split1_tr_mee,split1_val_mse,split1_val_mee,split1_best_epoch,split2_tr_mse,split2_tr_mee,split2_val_mse,split2_val_mee,split2_best_epoch,params
0,1.7623384061434233,0.09589238306594754,1.3849357253407393,0.046920582555899946,1.7964442660281599,0.16259679905130106,1.4956191383547435,0.07215233621996492,1.6407292521534234,1.3220909022459457,1.9564988181558078,1.5847550127142727,487.0,1.875118303671124,1.434802858591529,1.573436278502939,1.4080391521698459,329.0,1.771167662605723,1.3979134151847432,1.8593977014257335,1.494063250180112,417.0,"{""activation_hidden"": ""logistic"", ""activation_out"": ""identity"", ""alpha"": 0, ""batch_size"": 1, ""classification"": false, ""early_stopping"": false, ""epochs"": 500, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [20, 20], ""lambd"": 0.0005, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.0005, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tau"": 200, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
1,2.022001315673275,0.07360544536961595,1.5394317250939331,0.03921448787244093,1.9840347924729624,0.19894048488954824,1.592854217729899,0.08503472551553695,1.9287775166934458,1.4888592502231748,2.187672063968551,1.6878055241300685,499.0,2.108721005677198,1.5844279264494114,1.7140945607432514,1.4814681281760393,485.0,2.028505424649181,1.5450079986092136,2.0503377527070845,1.6092890008835896,499.0,"{""activation_hidden"": ""logistic"", ""activation_out"": ""identity"", ""alpha"": 0, ""batch_size"": 1, ""classification"": false, ""early_stopping"": false, ""epochs"": 500, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [20, 20], ""lambd"": 0.0005, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.0001, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tau"": 200, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
2,1.6117256016704358,0.07948098993504024,1.0808798940140731,0.004702561779498567,2.0665812093899127,0.12426965718983365,1.5529342851871817,0.07357605485737644,1.5031850097204071,1.0742426820090547,2.2422606954825186,1.6544609421483265,375.0,1.691295039250137,1.083835603977295,1.982859739257897,1.4824375531156417,499.0,1.640696756040763,1.0845613960558698,1.9746231934293221,1.5219043602975766,483.0,"{""activation_hidden"": ""logistic"", ""activation_out"": ""identity"", ""alpha"": 0, ""batch_size"": 1, ""classification"": false, ""early_stopping"": false, ""epochs"": 500, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [20, 20], ""lambd"": 0.0005, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.005, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tau"": 200, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
3,1.597410452575594,0.06944826911180212,1.3857081455280404,0.02964616303476159,1.87057666301449,0.1781082764866824,1.5115934419647505,0.07554283196766921,1.516082001423079,1.3479920403756385,2.0938534816213923,1.610159104746254,494.0,1.6857596380321709,1.4204238156152427,1.657970764219767,1.4266218618865558,488.0,1.5903897182715332,1.3887085805932406,1.8599057432023105,1.4979993592614418,496.0,"{""activation_hidden"": ""logistic"", ""activation_out"": ""identity"", ""alpha"": 0, ""batch_size"": 1, ""classification"": false, ""early_stopping"": false, ""epochs"": 500, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [10, 20], ""lambd"": 0.0001, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.0005, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tau"": 200, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
4,1.8745762422470194,0.09660667355106593,1.5175074227287422,0.04894797388172056,2.0630001281182735,0.23576531992978556,1.6034608220267759,0.09649960700734064,1.7682482059496765,1.4560076587538633,2.337055338698892,1.7104307659767775,499.0,2.0020372023567603,1.575774399293263,1.7615090457651195,1.4765841982965726,499.0,1.8534433184346213,1.5207402101391012,2.0904359998908086,1.623367501806978,497.0,"{""activation_hidden"": ""logistic"", ""activation_out"": ""identity"", ""alpha"": 0, ""batch_size"": 1, ""classification"": false, ""early_stopping"": false, ""epochs"": 500, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [10, 20], ""lambd"": 0.0001, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.0001, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tau"": 200, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
5,1.3905379145145436,0.11780290370261924,1.2685632544963774,0.06264173603171577,2.044548022134046,0.174501385124904,1.5719105067422705,0.06370901159962997,1.2244201061223905,1.1801470233693894,2.200779058829904,1.6511242659038667,497.0,1.462645038837292,1.3079851194840042,2.1318713066573545,1.5694808044093373,284.0,1.484548598583948,1.3175576206357391,1.8009937009148793,1.4951264499136077,342.0,"{""activation_hidden"": ""logistic"", ""activation_out"": ""identity"", ""alpha"": 0, ""batch_size"": 1, ""classification"": false, ""early_stopping"": false, ""epochs"": 500, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [10, 20], ""lambd"": 0.0001, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.005, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tau"": 200, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
6,1.8133617074791024,0.11765988723312003,1.4245274214483372,0.05271588960828166,1.848794964829496,0.1658675493430551,1.5120300052468787,0.07352498023590971,1.6649797624601013,1.3572272304921682,2.0001153518659245,1.593715918015868,496.0,1.9527667305440575,1.4859526991713,1.61791018808438,1.4154695218232272,359.0,1.8223386294331483,1.4304023346815438,1.9283593545381834,1.5269045759015407,396.0,"{""activation_hidden"": ""logistic"", ""activation_out"": ""identity"", ""alpha"": 0, ""batch_size"": 1, ""classification"": false, ""early_stopping"": false, ""epochs"": 500, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [10, 20], ""lambd"": 0.0005, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.0005, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tau"": 200, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
7,2.0417696593777044,0.07753548506483264,1.5652433110362878,0.0439444559870652,2.012186805997648,0.1878561077722606,1.6136762835626548,0.07802678093187636,1.9773696875343847,1.5156212926733637,2.1929943607250553,1.697239859664073,496.0,2.150827370261095,1.62245670112087,1.7532115394783445,1.5094836440857442,498.0,1.997111920337634,1.5576519393146298,2.090354517789544,1.6343053469381474,496.0,"{""activation_hidden"": ""logistic"", ""activation_out"": ""identity"", ""alpha"": 0, ""batch_size"": 1, ""classification"": false, ""early_stopping"": false, ""epochs"": 500, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [10, 20], ""lambd"": 0.0005, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.0001, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tau"": 200, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
8,1.7262075840717648,0.08169262102571982,1.2893473009555712,0.021461381067966686,1.9800810407024185,0.14516779002389282,1.530797081157682,0.060240817154661355,1.6113652667345186,1.260306272999806,2.039084601827189,1.5751412640340023,172.0,1.794535534502233,1.2962290756741865,2.1208715550966115,1.5716220464838313,317.0,1.772721950978543,1.3115065541927209,1.7802869651834554,1.4456279329552126,277.0,"{""activation_hidden"": ""logistic"", ""activation_out"": ""identity"", ""alpha"": 0, ""batch_size"": 1, ""classification"": false, ""early_stopping"": false, ""epochs"": 500, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [10, 20], ""lambd"": 0.0005, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.005, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tau"": 200, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
9,1.440708869182626,0.02879734492352578,1.3118532435120978,0.01868798943344686,1.7938864424575716,0.1823353059590453,1.4965022957828953,0.09085162001307992,1.4059555664421308,1.2882991446512133,2.015769106534722,1.6154966582785792,499.0,1.4764726512000788,1.33401127284502,1.5691676599497237,1.3950374894034603,482.0,1.4396983899056686,1.3132493130400602,1.796722560888269,1.4789727396666463,492.0,"{""activation_hidden"": ""logistic"", ""activation_out"": ""identity"", ""alpha"": 0.1, ""batch_size"": 1, ""classification"": false, ""early_stopping"": false, ""epochs"": 500, ""evaluation_metric"": ""mee"", ""hidden_layer_sizes"": [20, 20], ""lambd"": 0.0001, ""learning_rate"": ""fixed"", ""learning_rate_init"": 0.0005, ""loss"": ""mse"", ""metric_decrease_tol"": 1e-05, ""nesterov"": false, ""random_state"": null, ""reinit_weights"": true, ""stopping_patience"": 30, ""tau"": 200, ""tol"": 0.0001, ""validation_size"": 0.1, ""verbose"": false, ""weights_bound"": null, ""weights_dist"": null}"
